userID	VidID	fracSpent	fracComp	fracPlayed	fracPaused	numPauses	avgPBR	stdPBR	numRWs	numFFs	s
22356c66d8786d60baaafcb33001e7c810cad970	[6, 16, 17, 31, 32, 72, 73, 74]	0.721040895760125	0.9861641267372501	1.027540167602125	0.16562443859155	1.375	1.43681511081875	0.007982817331950083	0.625	0.25	0.625
2254c2f92f9db4ba462aacaf3fa4bce8a8f8ed9c	[0, 1, 2]	32.73346230087467	0.9950623400886668	0.9953102876093333	0.10863195414453335	1.6666666666666667	1.0	0.0	0.0	0.0	1.0
2254cd16f994c4bc2f6dcc9fb6189707b3ed26d9	[0, 1, 2, 3, 6, 11, 16]	1.0626652467142859	0.9789607367684285	1.0546541015524287	0.19108909139912858	1.1428571428571428	1.0	0.0	1.1428571428571428	0.2857142857142857	0.5714285714285714
22660cf4488c19eda30f84cf5c7ac5523e1c3e32	[6, 7, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33]	0.7971567732332353	0.5900754488773647	0.8255794047467176	15.945856855341711	3.5294117647058822	1.0	0.0	1.2941176470588236	1.0	0.6470588235294118
2278d7dbef053c3270b5d81634b7bd4ce7f8cad9	[1, 2, 3, 4, 5, 6, 7]	1.021580232458143	0.9082641788094287	1.009182139656286	38.926631111291435	3.2857142857142856	1.0	0.0	0.0	0.0	0.42857142857142855
2288901837acd962db3f331997ba4acd471c4f60	[0, 1, 2, 3, 4, 5, 6, 7, 21, 22]	23.201126898326002	0.8200492938431999	1.0278992881488997	1.22285938862488	1.9	1.0	0.0	1.1	0.1	0.8
22adc972108ad28de91e77ff0b1608a841af35a5	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	1.0052746056434545	0.9927290088248184	1.0005829020523638	61.767845285332605	4.363636363636363	1.0	0.0	0.18181818181818182	0.0	1.0
22b71707be9ba0a4731914035b7b84c23b5657cb	[0, 6, 7, 8]	0.99809094807575	0.9952913568705	0.9975451021067501	0.0057834718375	0.5	1.0	0.0	0.25	0.0	0.75
22c72b6f95506259ad51bc75d1aafef3a7cc662b	[6, 7, 8, 9]	1.1768473599655	0.74499425985	1.17249718802675	39.131112431411005	2.25	1.0	0.0	1.0	1.0	0.25
22d808d893a6da9ee300d052b9f21789ea21d2e2	[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	0.7556096622173333	0.7516258744974667	0.9249493168006	0.6657573452759006	3.4	1.2404347056300002	0.054276005191313356	14.133333333333333	3.8666666666666667	0.6666666666666666
22ed80f90d3acb2e6471f6aa5026eb4028727520	[6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23]	0.9302829067027333	0.70457393542954	0.9169711170407999	0.15503981315748	1.8	0.9333333333333333	0.0	0.9333333333333333	0.06666666666666667	0.5333333333333333
2313ececc6f947f9b23d447ff7a23a5c69f297db	[0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	0.6362342885755571	0.7223714687823785	0.8855960286201642	4.637269810475279	1.2857142857142858	1.5	2.0618427600178573e-16	4.5	9.0	0.8571428571428571
23156cf285beff86ccf8c5509edef2b30c65f70b	[0, 1]	1.271370961946	0.651123551638	1.2704315071945	18.535094306767203	2.5	1.0	0.0	0.5	0.5	1.0
2317d1a07518a805dd1a2604a00dff9d0d5775bf	[4, 5, 6]	0.9595793307000001	0.5178743028038334	0.7682562600899999	0.39641601563806667	3.6666666666666665	1.0	0.0	2.3333333333333335	0.3333333333333333	0.6666666666666666
23707ccde141ac0f88dc8f2a244c7bbe1c299ec9	[6, 7, 8, 9]	0.6859367993975	0.9882525132677501	1.0021288402297501	0.37950246926112496	1.25	1.4646757355925	0.08190200898695006	0.75	0.0	0.5
23925742cac2b47c210265a0ba9ce0ba3ce06761	[0, 1, 2, 3, 4, 5, 6, 7, 8]	137.23148885122444	0.9549287572565556	1.1636616828374446	9.732005718850255	2.111111111111111	1.0	0.0	1.6666666666666667	0.2222222222222222	0.5555555555555556
23925f868c2a0abca9f3adbf27731a6bd21aaf08	[0, 1]	0.999256723016	0.9951246963365001	0.9951246963365001	0.1050316229115	1.5	1.0	0.0	0.0	0.0	0.5
23a2efdc1793579b0c03815bd8ab672a9da139bf	[0, 1, 3]	1.0721396036	0.9396517099766667	1.0722251247566665	0.46883035112766663	1.6666666666666667	1.0	0.0	3.0	1.6666666666666667	0.6666666666666666
23ce09ce0b792173d5357dd3d7d884623cf9789a	[6, 7]	1.0778805573499999	0.751139966849	1.274911004085	0.0500482686846	5.0	1.0	0.0	3.0	1.0	1.0
23d20170e52bdcda33406e56d992b7a687cbad79	[1, 2, 7, 9, 10]	0.47540749015934003	0.4461841769821201	0.46130895390712007	0.23949996968839998	1.8	1.0	0.0	0.4	0.2	0.8
23e2ce4050a18e89744ffc92578828a73749fd63	[26, 27]	1.1499765208500001	0.6529850301660001	1.0329718860315	0.01291067821067	1.0	1.0	0.0	1.0	0.0	0.5
23f1a996532c1f6364409247f5cf5f39a74ed51c	[0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 16, 18, 21, 22, 23, 27, 28, 31, 32]	12.184024912531335	0.5636370367758572	1.2087564262700004	0.28935250600488105	2.6666666666666665	1.0279850610252381	0.03832909334995238	6.571428571428571	6.857142857142857	0.8095238095238095
241bf474d418ede3e2c33425ae1b3c1537a0b3d3	[0, 1, 2, 3, 4, 5]	107.34921051125667	0.8240049637073333	1.1373305410746666	2.8858445323000335	1.8333333333333333	1.0	0.0	1.0	0.3333333333333333	0.8333333333333334
242bc68b38e86ad8145ed5afe242bea7bd19cda3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51]	0.5662249678010041	0.5405130181175244	0.5714300434185244	0.6239185560236273	1.0612244897959184	1.015794156554694	0.018548877139985712	0.14285714285714285	0.061224489795918366	0.4489795918367347
244444490ccddf68c0f60e3f35010d4c38425f7f	[0, 1, 2, 3, 4, 5]	1.0973391255758334	0.9372555962743333	1.0912939821236665	41.640715967419396	3.1666666666666665	1.0	0.0	4.5	0.5	0.3333333333333333
24547f372d69e8885e671d7c20f826a123159ccc	[0, 6]	0.4986458910435	0.497781262173	0.497781262173	0.407456140351	1.0	0.5	0.0	0.0	0.0	0.0
24757dc803ae2a7da226938bc50c458d8ba6f016	[7, 8, 11, 21, 22, 23]	0.6732182083265	0.7225754640139667	0.8954406519793333	0.2356263696137	1.3333333333333333	1.3625264236233334	0.03413675999758337	1.5	4.833333333333333	0.5
247f547b883c57c793b52964bde17556526f25c6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	26.38263923254612	0.6100815930385952	0.7967518669747953	2.8892788016564337	2.0476190476190474	1.0	0.0	0.7619047619047619	6.9523809523809526	0.6190476190476191
248c13783a36e9411c8271bbcba70a44c9664e4a	[33, 34, 38, 54, 59, 68, 69, 70, 71, 74]	0.6280869817129999	0.8207808293446	0.9309628544994	2.156380528084388	2.0	1.5823631910930003	0.05443463676304004	1.8	4.9	0.5
24bb4b554a02e492b0326a582cae445b598d8465	[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92]	3.6844745988735554	0.9571542800468554	0.9884532023474445	0.7815555389764606	0.7	1.0	0.0	0.32222222222222224	0.18888888888888888	0.5444444444444444
24c1932f845d39c1dee834d05befd4892afd3f13	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	23.9141352888886	0.7927550834143611	0.9468167365579833	1.5198229035957778	2.888888888888889	1.548838403108889	0.04547170745334454	4.055555555555555	3.6666666666666665	0.7222222222222222
24f7c267ca07e5c25027b55ee54acc43ea972c3e	[0, 1, 2]	1.043191777956	0.6660560431596467	1.0225714877326668	0.0220092755813	1.0	1.0	0.0	2.0	0.0	0.6666666666666666
24fb8ec835171eb855065aab00a15023ebab663b	[0, 1]	1.0624781021305	0.612916661876	0.9777243111730001	13.79407303311	4.0	1.0	0.0	0.0	6.0	0.5
24ff39032fc33f312b96280a1b73b6aae27935b7	[21, 22, 23, 24, 25]	1.5306203241479999	0.218492636672	1.529876268544	42.0938613825668	3.2	1.0	0.0	13.8	0.4	1.0
2526ed1f3eecf25f1d9c793d24aa39bbd60bcb12	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	1.0010538814223846	0.9777218537885386	0.9985516062073848	0.42486122511798463	2.6923076923076925	1.0	0.0	0.0	0.15384615384615385	1.0
25770362fce3cff8c79a587ef7e17fe42cf98125	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92]	20.187844320055294	0.9231960034982242	1.0085854591169348	0.05908785891409838	0.9782608695652174	1.8948141435943477	0.047804432871145656	2.0217391304347827	0.5434782608695652	0.4891304347826087
257e232d024aae70a0564354b4611c88a0bcee3d	[21, 22, 23]	1.1109963488566665	0.7292536235093333	1.108408919751	0.8524562649208467	1.6666666666666667	1.0	0.0	1.3333333333333333	0.0	0.3333333333333333
25826d38624bbb404d3aa2d8a07493074f43df26	[6, 7]	0.909552423739	0.906382880569	0.998642804739	0.000187823834197	0.5	1.127701868605	0.036988118131900005	1.5	0.5	1.0
2599c5e247510cf1e78e46d3b8152e79c129e5e8	[0, 1]	1.5070105271950003	0.599872907137	1.4997090766075	0.401616358916	2.5	1.0	0.0	1.5	0.0	0.5
25a97d1234f9bb8ec1f687368024dc02899d4060	[0, 1, 2]	1.3369120841703335	0.3558156944903334	1.27758758657	0.622643291801	3.6666666666666665	1.0	0.0	11.666666666666666	3.3333333333333335	0.6666666666666666
25aecbba06ade415cc7eba554ff14617bf0f0e85	[6, 11]	1.042305606846	0.5208152587560999	1.038412295824	151.284934719091	2.5	1.0	0.0	0.5	0.0	1.0
25b1009beb6004db002d7e8e7ff0bbacc646c447	[0, 1, 6, 7, 8]	1.2940098605108	0.8017818552710001	1.1616395403844	65.8084966508803	2.4	1.0	0.0	0.6	0.0	0.2
25d43fcb3755cd4b708805a9a450e1b11fc8e2ad	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	0.4369803532378608	0.6419260046164517	0.6764428811394656	4.376836360345094	1.3571428571428572	1.5711849031895238	0.002768677513635846	0.35714285714285715	1.4523809523809523	0.7619047619047619
260b41ec332c1f099589cb592f44f966b65350e0	[0, 6, 7, 10, 17]	0.9958226196398	0.9180028829374001	0.994862941585	11.92884049056884	0.8	1.0	0.0	0.6	1.0	0.8
263c8ac79d83ea0d5995f0d3bedcd3b0830d78c5	[0, 1, 2, 3, 4, 5, 6]	2.197360105807143	0.7600267988324286	1.2165048992055714	23.00232652959043	0.7142857142857143	1.455777556087143	0.1873351685699714	2.5714285714285716	0.5714285714285714	0.5714285714285714
26412ea384fd9403da4d10c1295970dca7445821	[0, 1]	1.1406055259499999	0.6126595998575	1.1406298588500001	0.25711519645115	2.5	1.0	0.0	5.5	1.5	1.0
